Name,Price,Reviews,Popularity,Developer,Genres,Critics score,OS,Processor,Memory,Graphics,DirectX,Network,Storage
Left 4 Dead 2,385,Overwhelmingly Positive,11377,Valve,Action,89,"['Windows7', 'WindowsVista', 'WindowsXP']", Pentium 4 3.0GHz, 2 GB RAM," Video card with 128 MB, Shader model 2.0. ATI X800, NVidia 6600", Version 9.0c,, 13 GB available space
ICARUS,719,Mixed,402,RocketWerkz,"Action, Adventure, Simulation",,['Windows10'], Intel i5 8400, 16 GB RAM, Nvidia GTX 1060 6GB, Version 11, Broadband Internet connection, 70 GB available space
Ryse: Son of Rome,259,Very Positive,352,Crytek,Action,61,"['WindowsVista', 'Windows7', 'Windows8']", Dual core with HyperThreading technology, 4 GB RAM, DirectX 11 graphics card with 1 GB video RAM, Version 11,, 26 GB available space
Wartales,1299,Very Positive,309,Shiro Games,"Adventure, Indie, RPG, Strategy, Early Access",,['Windows7']," Intel Core i5 2.5 GHz , AMD Ryzen 5", 2 GB RAM," NVidia GTX 1050 , AMD RX550", Version 10,, 20 GB available space
Scorn,899,Mostly Positive,143,Ebb Software,"Action, Adventure, Indie",,['Windows10']," QuadCore AMD Ryzen 3 3300X , Intel Core i5-8400", 8 GB RAM, NVIDIA GeForce GTX 1060 (3 GB), Version 12,, 50 GB available space
Stray,930,Overwhelmingly Positive,1801,BlueTwelve Studio,"Adventure, Indie",,['Windows10'], Intel Core i5-2300 | AMD FX-6350, 8 GB RAM," NVIDIA GeForce GTX 650 Ti, 2 GB | AMD Radeon R7 360, 2 GB", Version 12,, 10 GB available space
Paladins®,0,Mostly Positive,1083,Evil Mojo Games,"Action, Adventure, Free to Play, Massively Multiplayer, Strategy",83,['Windows7'], Core 2 Duo 2.4 GHz, 4 GB RAM, Nvidia GeForce 8800 GT,, Broadband Internet connection, 30 GB available space
ZED ZONE,460,Very Positive,1237,Leven Liu,"Action, Indie, RPG, Simulation, Early Access",,[]," INTEL i3, AMD R3", 2 GB RAM, Nvidia GTX 660, Version 10,, 300 MB available space
Songs of Conquest,499,Mostly Positive,106,Lavapotion,"Adventure, Strategy, Early Access",,['Windows7'], i5 Dual Core, 8 GB RAM, Integrated graphics card, Version 10,, 4 GB available space
Starbound,550,Very Positive,358,Chucklefish,"Action, Adventure, Casual, Indie, RPG",81,['WindowsXP'], Core 2 Duo, 2 GB RAM, 256 MB graphics memory and directx 9.0c compatible gpu, Version 9.0c, Broadband Internet connection, 3 GB available space
Mount & Blade II: Bannerlord,1699,Very Positive,1457,TaleWorlds Entertainment,"Action, Indie, RPG, Simulation, Strategy",77,['Windows7']," Intel® Core™ i3-8100 , AMD Ryzen™ 3 1200", 6 GB RAM," Intel® UHD Graphics 630 , NVIDIA® GeForce® GTX 660 2GB , AMD Radeon™ HD 7850 2GB",,, 60 GB available space
Among Us,133,Very Positive,3152,Innersloth,Casual,85,['Windows10'], INTEL i3-4330, 1 GB RAM, INTEL HD Graphics 4600,,,
World War 3,0,Mixed,662,The Farm 51,"Action, Free to Play",,['Windows10']," Intel Core i3-4340K , AMD FX-6300", 8 GB RAM," Geforce GTX 670, GTX 1650", Version 11, Broadband Internet connection, 80 GB available space
DARK SOULS™ III,2399,Very Positive,1199,"FromSoftware, Inc.",Action,89,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i3-2100 , AMD® FX-6300", 4 GB RAM," NVIDIA® GeForce GTX 750 Ti , ATI Radeon HD 7950", Version 11, Broadband Internet connection, 25 GB available space
Assetto Corsa,435,Very Positive,2252,Kunos Simulazioni,"Indie, Racing, Simulation, Sports",85,['Windows7']," AMD Athlon X2 2.8 GHZ, Intel Core 2 Duo 2.4 GHZ", 2 GB RAM," DirectX 10.1 (e.g. AMD Radeon HD 6450, Nvidia GeForce GT 460)", Version 11, Broadband Internet connection, 15 GB available space
Inside the Backrooms,133,Mostly Positive,967,MrFatcat,"Adventure, Indie, Early Access",,['Windows7']," Intel Core i5-2300 2.8 GHz , AMD FX-6300, 3.5 GHz", 8 GB RAM," Nvidia GeForce GTX 760, (2 GB VRAM) | AMD Radeon HD 7870, (2 GB VRAM)", Version 11,, 5 GB available space
Euro Truck Simulator 2 - Going East!,449,Very Positive,20,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,, 50 MB available space
Soulworker,0,Mixed,95,"Lion Games Co., Ltd.","Action, Free to Play, Massively Multiplayer, RPG",,['Windows7'], Intel Core2 duo E8300, 2 GB RAM," Geforce GTX 440 , Radeon HD 4850", Version 9.0c, Broadband Internet connection, 20 GB available space
Cuphead,419,Overwhelmingly Positive,2087,Studio MDHR Entertainment Inc.,"Action, Indie",88,['Windows7']," Intel Core2 Duo E8400, 3.0GHz", 3 GB RAM, Geforce 9600 GT, Version 11,, 4 GB available space
Europa Universalis IV,1300,Very Positive,597,"Paradox Development Studio, Paradox Tinto","Simulation, Strategy",87,['Windows8']," Intel® Core™ i3-2105 , AMD® FX 4300", 1 GB RAM," Nvidia® GeForce™ GTX 460 , AMD® Radeon™ HD 5850",,,
Sifu,1199,Very Positive,1435,Sloclap,"Action, Indie",79,['Windows8'], AMD FX-4350, 8 GB RAM, Radeon R7 250, Version 11,, 22 GB available space
Farming Simulator 22,1699,Very Positive,1066,Giants Software,Simulation,,['Windows10'], Intel Core i5-3330, 8 GB RAM, GeForce GTX 660, Version 11, Broadband Internet connection, 35 GB available space
7 Days to Die,449,Very Positive,2363,The Fun Pimps,"Action, Adventure, Indie, RPG, Simulation, Strategy, Early Access",,['Windows7'], 2.8 Ghz Quad Core CPU, 8 GB RAM, 2 GB Dedicated Memory, Version 11, Broadband Internet connection, 15 GB available space
Last Epoch,1200,Very Positive,3538,Eleventh Hour Games,"Action, Adventure, Indie, RPG, Early Access",,['Windows7'], Intel Core i5 2500, 8 GB RAM, nVidia GTX 660ti, Version 11, Broadband Internet connection, 20 GB available space
Remnant: From the Ashes - Subject 2923,309,Mostly Positive,596,Gunfire Games,"Action, Adventure, RPG",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3-7350K (4.20 GHz), 8 GB RAM, AMD Radeon RX 470, Version 11,,
DayZ Livonia,349,Very Positive,17,Bohemia Interactive,"Action, Adventure, Massively Multiplayer",,"['Windows7', 'Windows8']", Intel Core i5-4430, 8 GB RAM, NVIDIA GeForce GTX 760, Version 11, Broadband Internet connection, 20 GB available space
Have a Nice Death,1165,Mostly Positive,764,Magic Design Studios,"Action, Indie",82,['Windows10'], Intel Core i3 6100, 4 GB RAM, NVIDIA GeForce GTX 650,,, 2 GB available space
War Robots,0,Mixed,422,Pixonic,"Action, Free to Play",,['Windows7'], 2.5 GHz, 2 GB RAM, Intel HD Graphics 4000, Version 11, Broadband Internet connection, 4 GB available space
Scrap Mechanic,419,Overwhelmingly Positive,851,Axolot Games,"Action, Adventure, Indie, Simulation, Early Access",,['Windows7'], 2.6 GHz Dual Core, 8 GB RAM, Intel HD Graphics 520, Version 11, Broadband Internet connection, 15 GB available space
Keep Talking and Nobody Explodes,349,Overwhelmingly Positive,134,Steel Crate Games,Indie,71,['Windows7'], 1.5 Ghz, 2 GB RAM, 256MB DirectX 9,,, 1 GB available space
Gems of War - Puzzle RPG,0,Mixed,62,Infinity Plus 2,"Action, Adventure, Casual, Free to Play, RPG, Strategy",,['Windows7'], 2.33 GHz, 1 GB RAM, Radeon HD2000 series, Version 10, Broadband Internet connection, 800 MB available space
Call to Arms - Gates of Hell: Ostfront,0,Mostly Positive,363,"Barbedwire Studios, Digitalmindsoft","Action, Simulation, Strategy",,['Windows7'],, 8 GB RAM," GTX 1050 , RX 550", Version 11, Broadband Internet connection, 45 GB available space
World War Z,999,Very Positive,726,Saber Interactive Inc,Action,,['Windows7']," AMD A10-5700 , Intel Core i3-3220", 8 GB RAM," AMD R7-240 , GForce 650Ti , Intel 630", Version 11, Broadband Internet connection, 50 GB available space
Remnant: From the Ashes - Swamps of Corsus,309,Mixed,582,Gunfire Games,"Action, Adventure, RPG",,"['Windows7', 'Windows8', 'Windows10']", Intel Core i3-7350K (4.20 GHz), 8 GB RAM, AMD Radeon RX 470, Version 11,,
The Long Drive,590,Very Positive,1117,Genesz,"Action, Adventure, Casual, Indie, Simulation, Early Access",,['Windows10'], +3 GHZ dual core processor, 4 GB RAM, Nvidia GTX 650 TI,,, 700 MB available space
Euro Truck Simulator 2 - Vive la France !,849,Very Positive,1731,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
The Last Spell,880,Very Positive,1350,Ishtar Games,"Action, Indie, RPG, Strategy",,['Windows7'], Intel Core i5-3470, 4 GB RAM," NVIDIA GeForce GTX 650, 2 GB", Version 9.0,, 2 GB available space
Euro Truck Simulator 2 - Italia,849,Very Positive,11,SCS Software,"Indie, Simulation",,['Windows7'], Dual core CPU 2.4 GHz, 4 GB RAM, GeForce GTS 450-class (Intel HD 4000),,,
Stronghold Kingdoms,0,Mixed,20,FireFly Studios,"Free to Play, Massively Multiplayer, Strategy",75,"['Windows7', 'Windows8', 'Windows10']", 1GHz, 512Mb RAM for Windows XP (1GB for Windows Vista &amp; 7/8/10),,,,
Stellaris: First Contact Story Pack,550,Mixed,352,"Paradox Development Studio, Paradox Arctic","Simulation, Strategy",,['Windows7'], Intel® Core™ i3-530, 4 GB RAM," Nvidia® GeForce™ GTX 460 , AMD® ATI Radeon™ HD 5870 (1GB VRAM) , AMD® Radeon™ RX Vega 11 , Intel® HD Graphics 4600", Version 9.0, Broadband Internet connection, 10 GB available space
X4: Foundations,1600,Mostly Positive,231,Egosoft,"Action, Simulation, Strategy",,"['Windows10', 'Windows8', 'Windows7']", Intel i5-4590 3.3GHz, 8 GB RAM," Nvidia GTX 780,970",,, 15 GB available space
Dead Cells: Return to Castlevania,385,Very Positive,228,"Motion Twin, Evil Empire","Action, Indie",,['Windows7'], Intel i5+, 2 GB RAM," Nvidia 450 GTS , Radeon HD 5750",,, 500 MB available space
Crab Champions,385,Overwhelmingly Positive,3629,Noisestorm Limited,"Action, Adventure, Casual, Indie, Racing, Strategy, Early Access",,"['Windows7', 'Windows8', 'Windows10']", Core i3 3.3 GHz, 4 GB RAM, Intel HD 4000,,, 6 GB available space
eFootball™ 2023,0,Mixed,1533,Konami Digital Entertainment,"Free to Play, Simulation, Sports",,['Windows10']," Intel Core i5-2300, , AMD FX-4350", 8 GB RAM," GeForce GTX 660 Ti , Radeon HD 7790",, Broadband Internet connection, 50 GB available space
Rust - Voice Props Pack,360,Very Positive,21,Facepunch Studios,"Action, Adventure, Indie, Massively Multiplayer, RPG",,['Windows10']," Intel Core i7-3770 , AMD FX-9590", 10 GB RAM," GTX 670 2GB , AMD R9 280 better", Version 11, Broadband Internet connection, 20 GB available space
DEVOUR,200,Very Positive,2144,Straight Back Games,Indie,,['Windows10'], Intel i5, 8 GB RAM," NVIDIA GTX 970 , AMD Radeon R9 290", Version 11, Broadband Internet connection, 10 GB available space
Car Mechanic Simulator 2018,710,Very Positive,282,Red Dot Games,"Racing, Simulation",,[], Intel Core i3 3.0 GHz, 4 GB RAM, NVidia GeForce GTX 660 2GB, Version 11,, 20 GB available space
A Plague Tale: Requiem,1999,Very Positive,437,Asobo Studio,"Action, Adventure",,['Windows10']," Intel Core i5-4690K (3.5 GHz),AMD FX-8300 (3.3 GHz)", 16 GB RAM," 4 GB, GeForce GTX 970,Radeon RX 590", Version 12,, 55 GB available space
ULTRAKILL,465,Overwhelmingly Positive,3506,"Arsi ""Hakita"" Patala","Action, Indie, Early Access",,['Windows7'], 2.4GHZ Dual Core Processor Or Higher, 2 GB RAM, GeForce 9800GT Or Equivalent, Version 9.0,, 2 GB available space
Age of Wonders 4,1600,No user reviews,,Triumph Studios,Strategy,,['Windows10'], Intel® Core™ i7-2700K, 8 GB RAM, Nvidia® GeForce™ GTX 670 (2GB),,, 20 GB available space
Forgive Me Father,710,Very Positive,21,Byte Barrel,"Action, Indie",71,"['Windows7', 'Windows8', 'Windows8', 'Windows10']"," Intel Core i5, AMD Ryzen", 8 GB RAM, NVIDIA GeForce GTX 950, Version 9.0c,, 4 GB available space
War Thunder - T-72AV (TURMS-T) Pack,2999,Mixed,125,Gaijin Entertainment,"Action, Free to Play, Massively Multiplayer, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Dual-Core 2.2 GHz, 4GB (Windows Vista/7/8/10)," DirectX 10.1 level video card: AMD Radeon 77XX , NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p.",,,
GreedFall,1399,Mostly Positive,130,Spiders,RPG,72,"['Windows7', 'Windows8', 'Windows10']"," Intel Core i5-3450 (3.1 GHz) , AMD FX-6300 X6 (3.5 GHz)", 8 GB RAM," 2 GB, GeForce GTX 660,Radeon HD 7870",,, 25 GB available space
The Lord of the Rings Online™,0,Very Positive,149,"Standing Stone Games, LLC","Action, Adventure, Free to Play, Massively Multiplayer, RPG",,['Windows7']," Core 2 Duo , AMD Athlon II", 2GB,,,,
Lost Light,0,Mixed,644,NetEase Games,"Action, Free to Play, Massively Multiplayer",,"['Windows7', 'Windows8', 'Windows10']", intel i3 530, 4 GB RAM, GTS450, Version 11, Broadband Internet connection, 10 GB available space
Darkest Dungeon®: The Color Of Madness,200,Mostly Positive,791,Red Hook Studios,"Indie, RPG, Strategy",,['WindowsXP'],, 2 GB RAM, Open GL 3.2+ Compliant,,, 2 GB available space
Lunacid,175,Overwhelmingly Positive,135,KIRA LLC,"Indie, RPG, Early Access",,['Windows7'], Intel Core i3 1.3 GHz, 4 MB RAM, 2GB Intregraded graphics,,, 800 MB available space
Portal 2,385,Overwhelmingly Positive,5522,Valve,"Action, Adventure",95,"['Windows7', 'WindowsVista', 'WindowsXP']"," 3.0 GHz P4, Dual Core 2.0 (or higher)", 2 GB RAM, Video card must be 128 MB, Version 9.0c,, 8 GB available space
Muse Dash,170,Overwhelmingly Positive,1299,peropero,"Action, Casual, Indie",,['Windows7'], Intel Core™ Duo, 2 GB RAM, DirectX® 9 Compatible Graphics Card,,, 2 GB available space
Evil West,1999,Mixed,164,Flying Wild Hog,"Action, Adventure, RPG",,['Windows10']," Intel Core i5-2500K (3.3 GHz) , AMD FX-6300 X6 (3.5 GHz)", 8 GB RAM," 4 GB VRAM, GeForce GTX 750 Ti , Radeon RX 460",,, 40 GB available space
"Ranch Simulator - Build, Farm, Hunt",465,Very Positive,253,Toxic Dog,"Simulation, Early Access",,['Windows10'], Intel Core i5-3570K, 8 GB RAM, NVIDIA GeForce GTX 760, Version 12,, 15 GB available space
The Mageseeker: A League of Legends Story™,999,No user reviews,,Digital Sun,"Action, Indie, RPG",,['Windows10']," Intel Core i5-2300, AMD A8-5600k", 8 GB RAM," Radeon Vega 8 , Intel Iris Plus , GTX 650 , Radeon HD 7770 (2GB VRAM Required)", Version 11,, 5 GB available space
Sun Haven,465,Very Positive,1899,Pixel Sprout Studios,"Adventure, Casual, Indie, RPG, Simulation",,['WindowsVista'], 2 GHz, 4 GB RAM, 3GB Video Memory, Version 10,, 10 GB available space
Vampire Survivors,200,Overwhelmingly Positive,3123,poncle,"Action, Casual, Indie, RPG",87,['Windows10'], Intel Pentium 4 processor, 1 GB RAM,,,, 400 MB available space
Dwarf Fortress,810,Very Positive,416,Bay 12 Games,"RPG, Simulation, Strategy",93,[], Dual Core CPU - 2.4GHz+, 4 GB RAM," 1GB of VRAM: Intel HD 3000 GPU , AMD HD 5450 , Nvidia 9400 GT",,, 500 MB available space
Rust - Sunburn Pack,280,Very Positive,43,Facepunch Studios,"Action, Adventure, Indie, Massively Multiplayer, RPG",,['Windows10']," Intel Core i7-3770 , AMD FX-9590", 10 GB RAM," GTX 670 2GB , AMD R9 280 better", Version 11, Broadband Internet connection, 20 GB available space
Pathfinder: Wrath of the Righteous - Enhanced Edition,1199,Very Positive,558,Owlcat Games,"Adventure, Indie, RPG, Strategy",83,['Windows7'], Intel(R) Core(TM) i3-2310M CPU @ 2.10GHz, 6 GB RAM, NVIDIA GeForce 940M,,, 50 GB available space
DARK SOULS™ II: Scholar of the First Sin,1599,Very Positive,501,"FromSoftware, Inc","Action, RPG",79,"['Windows7', 'Windows8']"," AMD® A8 3870 3,6 Ghz", 4 GB RAM," NVIDIA® GeForce  GTX 465 , ATI Radeon TM HD 6870", Version 11, Broadband Internet connection, 23 GB available space
Northgard,1100,Very Positive,375,Shiro Games,"Indie, Simulation, Strategy",81,['WindowsVista'], Intel 2.0ghz Core 2 Duo, 1 GB RAM," Nvidia 450 GTS , Radeon HD 5750", Version 10,, 1 GB available space
Battlestar Galactica Deadlock,0,Mostly Positive,67,Black Lab Games,Strategy,77,['Windows7'], 2.0GHz, 4 GB RAM," 1GB NVIDIA Geforce 460,ATI Radeon HD 5770", Version 11,, 8739 MB available space
Warhammer The Horus Heresy: Legions,0,Mostly Negative,58,Everguild Ltd.,"Adventure, Free to Play, Strategy",,,, 1 GB RAM,, Version 10, Broadband Internet connection, 500 MB available space
Darkest Dungeon®: The Shieldbreaker,165,Mostly Positive,454,Red Hook Studios,"Indie, RPG, Strategy",,['WindowsXP'],, 2 GB RAM, OpenGL 3.2+ Compliant,,, 250 MB available space
Passpartout 2: The Lost Artist,880,Very Positive,173,Flamebait Games,"Casual, Indie, Simulation",,['Windows7'], Intel Core i3, 2 GB RAM, GeForce GTX 460, Version 9.0,, 2 GB available space
GROUND BRANCH,1100,Very Positive,482,BlackFoot Studios,"Action, Indie, Simulation, Early Access",,['Windows7']," Intel Core i5-2500K , AMD FX-8350", 8 GB RAM," NVIDIA GeForce GTX 760 2GB , AMD Radeon HD 7850", Version 11, Broadband Internet connection, 30 GB available space
Gunfire Reborn,625,Very Positive,677,Duoyi Games,"Action, Adventure, Indie, RPG",,['Windows7']," Intel Core i5-6400 , AMD FX-8320", 4 GB RAM," GTX 960 , R9 280", Version 11, Broadband Internet connection, 4 GB available space
Hunt: Showdown – Fear The Reaper,259,Very Positive,170,Crytek,Action,,['Windows10'], Intel i5-4590 @ 3.3GHz (4th Generation), 8 GB RAM, NVIDIA GeForce GTX 660 TI, Version 11, Broadband Internet connection, 20 GB available space
Deceit,0,Very Positive,589,World Makers,"Action, Free to Play, Indie",,['Windows10']," Intel Core i3 , AMD Ryzen 3", 8 GB RAM," NVIDIA GeForce GTX 750 Ti , AMD Radeon R7 265", Version 11, Broadband Internet connection, 20 GB available space
GUILTY GEAR -STRIVE-,1329,Very Positive,1022,Arc System Works,Action,85,"['Windows8', 'Windows10']"," AMD FX-4350, 4.2 GHz , Intel Core i5-3450, 3.10 GHz", 4 GB RAM," Radeon HD 6870, 1 GB , GeForce GTX 650 Ti, 1 GB", Version 11, Broadband Internet connection, 20 GB available space
Geometry Dash,99,Very Positive,3654,RobTop Games,"Action, Indie",,['WindowsXP'], 2.0+ GHz, 512 MB RAM, OpenGL 2.0 support,,, 100 MB available space
Pixel Starships,0,Mostly Positive,35,SavySoda,"Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access",,['Windows10'], 2Ghz, 2 GB RAM, Integrated GFX,,, 500 MB available space
"Yes, Your Grace",435,Very Positive,138,Brave At Night,"Adventure, RPG, Simulation, Strategy",,['Windows7'], Intel Core i5, 2 GB RAM," Nvidia Geforce GTX 550,equivalent", Version 10,, 738 MB available space
Europa Universalis IV: Domination,710,No user reviews,,"Paradox Development Studio, Paradox Tinto","Simulation, Strategy",,['Windows8']," Intel® Core™ i3-2105 , AMD® FX 4300", 1 GB RAM," Nvidia® GeForce™ GTX 460 , AMD® Radeon™ HD 5850",,,
Grim Dawn - Ashes of Malmouth Expansion,499,Very Positive,1272,Crate Entertainment,"Action, Adventure, Indie, RPG",,"['WindowsVista', 'Windows7', 'Windows8', 'Windows10']", x86 compatible 2.3GHz,, 512MB NVIDIA GeForce 6800 series, Version 11,, 2 GB available space
War Thunder - Black Shark Pack,2499,Mixed,41,Gaijin Entertainment,"Action, Free to Play, Massively Multiplayer, Simulation",,"['Windows7', 'Windows8', 'Windows10']", Dual-Core 2.2 GHz, 4GB (Windows Vista/7/8/10)," DirectX 10.1 level video card: AMD Radeon 77XX , NVIDIA GeForce GTX 660. The minimum supported resolution for the game is 720p.",,,
Beat Saber,515,Very Positive,487,Beat Games,Indie,93,"['Windows7', 'Windows8', 'Windows10']", Intel Core i5 Sandy Bridge, 4 GB RAM, Nvidia GTX 960, Version 11,, 200 MB available space
Half-Life: Alyx,1900,Overwhelmingly Positive,807,Valve,"Action, Adventure",93,['Windows10']," Core i5-7500 , Ryzen 5 1600", 12 GB RAM," GTX 1060 , RX 580 - 6GB VRAM",,,
Crusader Kings III: Wards & Wardens,0,No user reviews,,Paradox Development Studio,"RPG, Simulation, Strategy",,"['Windows8', 'Windows10']"," Intel® Core™ i3-2120 , AMD® FX 6350", 6 GB RAM," Nvidia® GeForce™ GTX 660 (2GB) , AMD® Radeon™ HD 7870 (2GB) , Intel® Iris Pro™ 580 , Intel® Iris® Plus G7 , AMD® Radeon™ Vega 11",,, 8 GB available space
